Model,Year_of_Manufacture,Number_of_Engines,Engine_Type,Capacity,Range_(km),Fuel_Consumption_(L/hour),Hourly_Maintenance_Cost_($),Age,Sales_Region,Price_($),Company,Age_Group,HMC_per_person,Engine_Power_Factor,Price_per_Seat,Seats_per_Engine,Company_Popularity,FuelCost_Maint_Index,Engine_to_Capacity
Boeing 777,1982,2,Turbofan,396,15600,13.26,4697.28,43,North America,470396084.13,Boeing,40+,11.861818181818181,12,1187868.899318182,198.0,4132,60.2328,0.005050505050505051
Airbus A320,2023,2,Turbofan,180,6300,2.34,703.48,2,Europe,175206086.08,Airbus,0-10,3.9082222222222223,12,973367.1448888889,90.0,4155,9.3748,0.011111111111111112
Bombardier CRJ200,1986,2,Turbofan,50,3000,3.96,4942.74,39,North America,11508470.4,Bombardier,30-40,98.8548,12,230169.408,25.0,2051,53.3874,0.04
Cessna 172,2006,1,Piston,4,1285,25.24,3173.59,19,South America,278854.84,Cessna,10-20,793.3975,1,69713.71,4.0,2039,56.975899999999996,0.25
Bombardier CRJ200,1989,2,Turbofan,50,3000,5.55,2366.69,36,Europe,13569663.2,Bombardier,30-40,47.333800000000004,12,271393.26399999997,25.0,2051,29.216900000000003,0.04
Airbus A320,1991,2,Turbofan,180,6300,13.24,753.69,34,Africa,78401940.08,Airbus,30-40,4.187166666666667,12,435566.3337777778,90.0,4155,20.7769,0.011111111111111112
Boeing 737,1991,2,Turbofan,162,5700,14.28,3960.44,34,Australia,63757862.56,Boeing,30-40,24.447160493827162,12,393567.0528395062,81.0,4132,53.8844,0.012345679012345678
Boeing 777,2006,2,Turbofan,396,15600,5.22,4323.41,19,Australia,468777225.26,Boeing,10-20,10.91770202020202,12,1183780.8718686868,198.0,4132,48.4541,0.005050505050505051
Bombardier CRJ200,1995,2,Turbofan,50,3000,9.88,4793.23,30,North America,11903076.77,Bombardier,20-30,95.8646,12,238061.5354,25.0,2051,57.8123,0.04
Airbus A320,1986,2,Turbofan,180,6300,10.73,1528.89,39,Africa,66339400.96,Airbus,30-40,8.493833333333335,12,368552.2275555556,90.0,4155,26.018900000000002,0.011111111111111112
Boeing 737,2010,2,Turbofan,162,5700,10.73,1011.01,15,Europe,105920383.92,Boeing,10-20,6.240802469135803,12,653829.5303703704,81.0,4132,20.8401,0.012345679012345678
Airbus A320,2009,2,Turbofan,180,6300,12.04,2841.38,16,North America,126146769.08,Airbus,10-20,15.785444444444446,12,700815.3837777778,90.0,4155,40.4538,0.011111111111111112
Boeing 777,1994,2,Turbofan,396,15600,9.29,2983.58,31,Europe,400265205.19,Boeing,30-40,7.5342929292929295,12,1010770.7201767677,198.0,4132,39.1258,0.005050505050505051
Boeing 737,2022,2,Turbofan,162,5700,7.25,4444.94,3,Europe,132408315.54,Boeing,0-10,27.4379012345679,12,817335.2811111112,81.0,4132,51.6994,0.012345679012345678
Airbus A350,2001,2,Turbofan,350,14800,4.77,3668.36,24,North America,474065660.46,Airbus,20-30,10.481028571428572,12,1354473.3155999999,175.0,4155,41.45360000000001,0.005714285714285714
Boeing 737,1997,2,Turbofan,162,5700,2.19,1113.67,28,North America,70176457.69,Boeing,20-30,6.8745061728395065,12,433188.01043209876,81.0,4132,13.3267,0.012345679012345678
Bombardier CRJ200,2012,2,Turbofan,50,3000,7.69,2265.1,13,Africa,15524062.43,Bombardier,10-20,45.302,12,310481.2486,25.0,2051,30.341,0.04
Bombardier CRJ200,2014,2,Turbofan,50,3000,6.53,4568.71,11,North America,22778117.67,Bombardier,10-20,91.3742,12,455562.3534,25.0,2051,52.2171,0.04
Boeing 737,1987,2,Turbofan,162,5700,10.09,2284.44,38,North America,63929928.44,Boeing,30-40,14.101481481481482,12,394629.18790123455,81.0,4132,32.9344,0.012345679012345678
Airbus A320,2017,2,Turbofan,180,6300,14.34,4380.64,8,North America,114422880.74,Airbus,0-10,24.33688888888889,12,635682.6707777778,90.0,4155,58.1464,0.011111111111111112
Boeing 737,1986,2,Turbofan,162,5700,14.74,2566.11,39,South America,63107220.83,Boeing,30-40,15.840185185185186,12,389550.7458641975,81.0,4132,40.4011,0.012345679012345678
Airbus A350,2002,2,Turbofan,350,14800,6.27,2716.78,23,Australia,375548779.82,Airbus,20-30,7.762228571428572,12,1072996.5137714285,175.0,4155,33.4378,0.005714285714285714
Boeing 777,2007,2,Turbofan,396,15600,3.68,841.38,18,South America,576919744.89,Boeing,10-20,2.1246969696969695,12,1456868.0426515152,198.0,4132,12.0938,0.005050505050505051
Cessna 172,1987,1,Piston,4,1285,16.08,1076.21,38,Africa,221535.66,Cessna,30-40,269.0525,1,55383.915,4.0,2039,26.8421,0.25
Cessna 172,1992,1,Piston,4,1285,23.83,1318.46,33,North America,193616.04,Cessna,30-40,329.615,1,48404.01,4.0,2039,37.0146,0.25
Boeing 737,2007,2,Turbofan,162,5700,8.16,4535.55,18,Asia,77797895.08,Boeing,10-20,27.997222222222224,12,480233.92024691356,81.0,4132,53.5155,0.012345679012345678
Cessna 172,2014,1,Piston,4,1285,11.63,1365.3,11,Australia,368135.63,Cessna,10-20,341.325,1,92033.9075,4.0,2039,25.283,0.25
Bombardier CRJ200,2022,2,Turbofan,50,3000,5.62,1260.21,3,Europe,23413691.25,Bombardier,0-10,25.2042,12,468273.825,25.0,2051,18.2221,0.04
Boeing 777,2007,2,Turbofan,396,15600,6.74,1428.5,18,Asia,484733311.98,Boeing,10-20,3.6073232323232323,12,1224074.0201515153,198.0,4132,21.025,0.005050505050505051
Bombardier CRJ200,2001,2,Turbofan,50,3000,10.98,2765.38,24,South America,12577691.22,Bombardier,20-30,55.3076,12,251553.8244,25.0,2051,38.6338,0.04
Boeing 777,2022,2,Turbofan,396,15600,13.97,4431.1,3,Asia,795932931.6,Boeing,0-10,11.189646464646465,12,2009931.6454545455,198.0,4132,58.281000000000006,0.005050505050505051
Bombardier CRJ200,1999,2,Turbofan,50,3000,5.6,774.85,26,South America,13329270.54,Bombardier,20-30,15.497,12,266585.41079999995,25.0,2051,13.348500000000001,0.04
Boeing 777,2022,2,Turbofan,396,15600,4.72,1330.34,3,Africa,838287790.19,Boeing,0-10,3.3594444444444442,12,2116888.3590656566,198.0,4132,18.0234,0.005050505050505051
Boeing 777,2005,2,Turbofan,396,15600,8.3,2167.12,20,Australia,431794832.04,Boeing,10-20,5.472525252525252,12,1090390.99,198.0,4132,29.9712,0.005050505050505051
Boeing 777,2015,2,Turbofan,396,15600,11.72,2581.41,10,Europe,759234162.08,Boeing,0-10,6.518712121212121,12,1917257.9850505053,198.0,4132,37.5341,0.005050505050505051
Airbus A320,2006,2,Turbofan,180,6300,5.28,665.07,19,Australia,109400015.17,Airbus,10-20,3.6948333333333334,12,607777.8620555556,90.0,4155,11.930700000000002,0.011111111111111112
Airbus A350,2023,2,Turbofan,350,14800,8.92,2802.55,2,Australia,767809713.63,Airbus,0-10,8.007285714285715,12,2193742.038942857,175.0,4155,36.9455,0.005714285714285714
Airbus A320,2019,2,Turbofan,180,6300,7.82,982.27,6,South America,121021584.16,Airbus,0-10,5.457055555555556,12,672342.1342222223,90.0,4155,17.642699999999998,0.011111111111111112
Boeing 777,2005,2,Turbofan,396,15600,6.9,1711.59,20,South America,519257758.1,Boeing,10-20,4.32219696969697,12,1311256.96489899,198.0,4132,24.015900000000002,0.005050505050505051
Boeing 737,1999,2,Turbofan,162,5700,6.19,590.32,26,North America,61730854.91,Boeing,20-30,3.643950617283951,12,381054.65993827156,81.0,4132,12.093200000000001,0.012345679012345678
Airbus A320,2007,2,Turbofan,180,6300,13.58,1038.93,18,South America,95044617.16,Airbus,10-20,5.771833333333333,12,528025.6508888889,90.0,4155,23.9693,0.011111111111111112
Cessna 172,2021,1,Piston,4,1285,37.16,3171.17,4,North America,409979.57,Cessna,0-10,792.7925,1,102494.8925,4.0,2039,68.8717,0.25
Airbus A350,2008,2,Turbofan,350,14800,8.98,891.14,17,Africa,598384167.08,Airbus,10-20,2.5461142857142858,12,1709669.0488000002,175.0,4155,17.8914,0.005714285714285714
Bombardier CRJ200,1993,2,Turbofan,50,3000,11.69,3140.79,32,South America,10822525.27,Bombardier,30-40,62.815799999999996,12,216450.5054,25.0,2051,43.0979,0.04
Airbus A350,1990,2,Turbofan,350,14800,6.72,1776.99,35,Australia,365229876.96,Airbus,30-40,5.077114285714286,12,1043513.9341714286,175.0,4155,24.4899,0.005714285714285714
Boeing 737,1998,2,Turbofan,162,5700,9.42,3406.63,27,South America,54584453.64,Boeing,20-30,21.02858024691358,12,336941.0718518519,81.0,4132,43.4863,0.012345679012345678
Bombardier CRJ200,2020,2,Turbofan,50,3000,3.99,958.02,5,South America,23978996.46,Bombardier,0-10,19.1604,12,479579.9292,25.0,2051,13.5702,0.04
Boeing 777,1985,2,Turbofan,396,15600,4.09,1606.81,40,Europe,374028354.97,Boeing,30-40,4.05760101010101,12,944516.0479040404,198.0,4132,20.1581,0.005050505050505051
Bombardier CRJ200,1999,2,Turbofan,50,3000,13.66,1280.18,26,Europe,11473000.39,Bombardier,20-30,25.6036,12,229460.00780000002,25.0,2051,26.4618,0.04
Airbus A320,1989,2,Turbofan,180,6300,8.82,861.05,36,Asia,80480172.68,Airbus,30-40,4.783611111111111,12,447112.0704444445,90.0,4155,17.430500000000002,0.011111111111111112
Boeing 737,1995,2,Turbofan,162,5700,7.17,1004.18,30,Africa,63140915.34,Boeing,20-30,6.198641975308641,12,389758.7366666667,81.0,4132,17.2118,0.012345679012345678
Cessna 172,1984,1,Piston,4,1285,44.62,4862.62,41,Africa,201375.72,Cessna,40+,1215.655,1,50343.93,4.0,2039,93.24619999999999,0.25
Airbus A350,2020,2,Turbofan,350,14800,10.69,1268.99,5,South America,752829008.06,Airbus,0-10,3.6256857142857144,12,2150940.023028571,175.0,4155,23.3799,0.005714285714285714
Airbus A320,2004,2,Turbofan,180,6300,9.24,4682.19,21,Africa,80946267.91,Airbus,20-30,26.012166666666666,12,449701.4883888889,90.0,4155,56.0619,0.011111111111111112
Airbus A350,1995,2,Turbofan,350,14800,4.43,3962.72,30,Europe,392546696.51,Airbus,20-30,11.322057142857142,12,1121561.9900285713,175.0,4155,44.0572,0.005714285714285714
Bombardier CRJ200,1980,2,Turbofan,50,3000,7.53,1956.56,45,Asia,10109742.51,Bombardier,40+,39.1312,12,202194.8502,25.0,2051,27.0956,0.04
Airbus A350,1994,2,Turbofan,350,14800,9.94,1016.77,31,Europe,374106781.9,Airbus,30-40,2.905057142857143,12,1068876.5197142856,175.0,4155,20.1077,0.005714285714285714
Bombardier CRJ200,2013,2,Turbofan,50,3000,9.56,1798.84,12,Africa,19192333.83,Bombardier,10-20,35.9768,12,383846.67659999995,25.0,2051,27.5484,0.04
Boeing 737,2015,2,Turbofan,162,5700,2.67,2896.65,10,Europe,93701411.16,Boeing,0-10,17.880555555555556,12,578403.7725925925,81.0,4132,31.636499999999998,0.012345679012345678
Boeing 737,2009,2,Turbofan,162,5700,3.75,2014.72,16,Europe,100577709.35,Boeing,10-20,12.436543209876543,12,620850.0577160494,81.0,4132,23.8972,0.012345679012345678
Airbus A350,2022,2,Turbofan,350,14800,10.86,1645.88,3,South America,687642213.1,Airbus,0-10,4.702514285714286,12,1964692.0374285716,175.0,4155,27.3188,0.005714285714285714
Cessna 172,2018,1,Piston,4,1285,33.83,3921.03,7,North America,289587.62,Cessna,0-10,980.2575,1,72396.905,4.0,2039,73.0403,0.25
Airbus A350,2019,2,Turbofan,350,14800,14.08,2069.91,6,Australia,630470065.56,Airbus,0-10,5.914028571428571,12,1801343.0444571427,175.0,4155,34.7791,0.005714285714285714
Cessna 172,2007,1,Piston,4,1285,48.6,4237.79,18,South America,301420.66,Cessna,10-20,1059.4475,1,75355.165,4.0,2039,90.9779,0.25
Airbus A350,1990,2,Turbofan,350,14800,4.36,4722.53,35,Australia,349829134.92,Airbus,30-40,13.492942857142856,12,999511.8140571429,175.0,4155,51.5853,0.005714285714285714
Airbus A350,2008,2,Turbofan,350,14800,11.63,799.23,17,North America,582112934.19,Airbus,10-20,2.283514285714286,12,1663179.8119714288,175.0,4155,19.622300000000003,0.005714285714285714
Airbus A320,2020,2,Turbofan,180,6300,12.34,1128.98,5,North America,151066485.11,Airbus,0-10,6.272111111111111,12,839258.2506111112,90.0,4155,23.6298,0.011111111111111112
Cessna 172,2011,1,Piston,4,1285,16.55,1407.32,14,Australia,337638.96,Cessna,10-20,351.83,1,84409.74,4.0,2039,30.6232,0.25
Airbus A320,1997,2,Turbofan,180,6300,8.8,3493.39,28,Africa,75061979.82,Airbus,20-30,19.407722222222223,12,417010.99899999995,90.0,4155,43.733900000000006,0.011111111111111112
Boeing 737,1998,2,Turbofan,162,5700,13.4,2114.74,27,Europe,71082595.52,Boeing,20-30,13.053950617283949,12,438781.45382716047,81.0,4132,34.547399999999996,0.012345679012345678
Boeing 777,2001,2,Turbofan,396,15600,6.9,2476.11,24,North America,427119287.47,Boeing,20-30,6.25280303030303,12,1078584.059267677,198.0,4132,31.661100000000005,0.005050505050505051
Cessna 172,1985,1,Piston,4,1285,22.06,2582.06,40,Europe,214095.0,Cessna,30-40,645.515,1,53523.75,4.0,2039,47.8806,0.25
Airbus A320,1994,2,Turbofan,180,6300,13.69,1544.96,31,Africa,91497555.28,Airbus,30-40,8.583111111111112,12,508319.75155555556,90.0,4155,29.1396,0.011111111111111112
Bombardier CRJ200,1989,2,Turbofan,50,3000,9.07,2227.51,36,Australia,12359504.58,Bombardier,30-40,44.550200000000004,12,247190.0916,25.0,2051,31.345100000000002,0.04
Airbus A320,1984,2,Turbofan,180,6300,14.22,1026.04,41,Africa,84401415.18,Airbus,40+,5.700222222222222,12,468896.75100000005,90.0,4155,24.480400000000003,0.011111111111111112
Airbus A350,2001,2,Turbofan,350,14800,6.35,3324.69,24,South America,431109593.34,Airbus,20-30,9.499114285714287,12,1231741.695257143,175.0,4155,39.596900000000005,0.005714285714285714
Airbus A350,2006,2,Turbofan,350,14800,8.93,3290.33,19,Asia,471048132.38,Airbus,10-20,9.400942857142857,12,1345851.8068,175.0,4155,41.8333,0.005714285714285714
Airbus A320,2006,2,Turbofan,180,6300,12.25,4522.52,19,Africa,98684861.81,Airbus,10-20,25.125111111111114,12,548249.2322777777,90.0,4155,57.47520000000001,0.011111111111111112
Cessna 172,1981,1,Piston,4,1285,39.76,1618.2,44,South America,195540.11,Cessna,40+,404.55,1,48885.0275,4.0,2039,55.942,0.25
Airbus A350,2010,2,Turbofan,350,14800,9.41,650.9,15,Asia,577421569.66,Airbus,10-20,1.8597142857142857,12,1649775.9133142857,175.0,4155,15.919,0.005714285714285714
Boeing 777,1999,2,Turbofan,396,15600,12.68,2039.37,26,Africa,427280427.26,Boeing,20-30,5.149924242424242,12,1078990.977929293,198.0,4132,33.0737,0.005050505050505051
Airbus A350,2014,2,Turbofan,350,14800,13.0,997.84,11,Australia,594120521.82,Airbus,10-20,2.8509714285714285,12,1697487.2052000002,175.0,4155,22.9784,0.005714285714285714
Bombardier CRJ200,2014,2,Turbofan,50,3000,3.95,4087.83,11,South America,17864754.21,Bombardier,10-20,81.75659999999999,12,357295.08420000004,25.0,2051,44.828300000000006,0.04
Airbus A320,2011,2,Turbofan,180,6300,11.39,1531.63,14,Europe,129466236.98,Airbus,10-20,8.509055555555555,12,719256.8721111112,90.0,4155,26.706300000000002,0.011111111111111112
Boeing 777,2007,2,Turbofan,396,15600,9.06,3622.77,18,Africa,614010567.48,Boeing,10-20,9.148409090909091,12,1550531.736060606,198.0,4132,45.2877,0.005050505050505051
Boeing 737,2004,2,Turbofan,162,5700,6.49,1633.1,21,North America,64693298.87,Boeing,20-30,10.080864197530863,12,399341.3510493827,81.0,4132,22.820999999999998,0.012345679012345678
Bombardier CRJ200,2023,2,Turbofan,50,3000,14.31,2579.03,2,Africa,27762947.01,Bombardier,0-10,51.580600000000004,12,555258.9402000001,25.0,2051,40.100300000000004,0.04
Bombardier CRJ200,1990,2,Turbofan,50,3000,9.62,1190.08,35,Africa,15028245.52,Bombardier,30-40,23.801599999999997,12,300564.9104,25.0,2051,21.5208,0.04
Airbus A320,2019,2,Turbofan,180,6300,13.34,581.5,6,South America,146047126.22,Airbus,0-10,3.2305555555555556,12,811372.9234444444,90.0,4155,19.155,0.011111111111111112
Boeing 737,2005,2,Turbofan,162,5700,9.35,4694.53,20,South America,85135611.34,Boeing,10-20,28.97858024691358,12,525528.4650617284,81.0,4132,56.2953,0.012345679012345678
Cessna 172,2022,1,Piston,4,1285,16.1,3682.57,3,Asia,428232.23,Cessna,0-10,920.6425,1,107058.0575,4.0,2039,52.925700000000006,0.25
Boeing 737,2021,2,Turbofan,162,5700,9.89,3093.3,4,Africa,141254483.56,Boeing,0-10,19.094444444444445,12,871941.2565432099,81.0,4132,40.82300000000001,0.012345679012345678
Airbus A320,2009,2,Turbofan,180,6300,14.03,4704.65,16,Europe,107071085.53,Airbus,10-20,26.136944444444442,12,594839.3640555555,90.0,4155,61.076499999999996,0.011111111111111112
Boeing 737,1996,2,Turbofan,162,5700,3.47,2528.78,29,Africa,63813353.76,Boeing,20-30,15.609753086419754,12,393909.5911111111,81.0,4132,28.757800000000003,0.012345679012345678
Boeing 777,1993,2,Turbofan,396,15600,7.19,3160.74,32,Africa,441083753.93,Boeing,30-40,7.9816666666666665,12,1113847.863459596,198.0,4132,38.797399999999996,0.005050505050505051
Boeing 777,2001,2,Turbofan,396,15600,6.36,746.43,24,Africa,400222450.07,Boeing,20-30,1.8849242424242423,12,1010662.7527020202,198.0,4132,13.824300000000001,0.005050505050505051
Boeing 777,2006,2,Turbofan,396,15600,13.96,2918.28,19,North America,437958676.39,Boeing,10-20,7.36939393939394,12,1105956.253510101,198.0,4132,43.14280000000001,0.005050505050505051
Boeing 737,2010,2,Turbofan,162,5700,6.51,2058.56,15,Asia,90766689.91,Boeing,10-20,12.70716049382716,12,560288.2093209876,81.0,4132,27.095599999999997,0.012345679012345678
Bombardier CRJ200,2014,2,Turbofan,50,3000,7.88,1510.72,11,Asia,23108163.33,Bombardier,10-20,30.2144,12,462163.2666,25.0,2051,22.9872,0.04
Boeing 777,1994,2,Turbofan,396,15600,4.29,1133.86,31,Australia,290357765.1,Boeing,30-40,2.863282828282828,12,733226.6795454546,198.0,4132,15.628599999999999,0.005050505050505051
Boeing 737,2021,2,Turbofan,162,5700,6.71,4616.81,4,Asia,121181128.84,Boeing,0-10,28.49882716049383,12,748031.6595061729,81.0,4132,52.8781,0.012345679012345678
Boeing 737,1995,2,Turbofan,162,5700,10.22,3112.65,30,Europe,61753364.76,Boeing,20-30,19.21388888888889,12,381193.60962962965,81.0,4132,41.3465,0.012345679012345678
Boeing 737,2019,2,Turbofan,162,5700,14.96,884.07,6,Europe,103845445.3,Boeing,0-10,5.457222222222223,12,641021.2672839506,81.0,4132,23.8007,0.012345679012345678
Airbus A320,1988,2,Turbofan,180,6300,9.74,2759.88,37,Africa,78470001.12,Airbus,30-40,15.332666666666666,12,435944.4506666667,90.0,4155,37.3388,0.011111111111111112
Bombardier CRJ200,1987,2,Turbofan,50,3000,13.67,1444.58,38,South America,12045868.96,Bombardier,30-40,28.891599999999997,12,240917.37920000002,25.0,2051,28.1158,0.04
Airbus A320,2009,2,Turbofan,180,6300,4.48,1423.13,16,Australia,112470037.33,Airbus,10-20,7.906277777777778,12,624833.5407222222,90.0,4155,18.7113,0.011111111111111112
Boeing 777,2003,2,Turbofan,396,15600,2.85,3041.79,22,Europe,451170329.37,Boeing,20-30,7.681287878787879,12,1139319.0135606062,198.0,4132,33.2679,0.005050505050505051
Cessna 172,2018,1,Piston,4,1285,28.13,3989.87,7,Australia,282689.65,Cessna,0-10,997.4675,1,70672.4125,4.0,2039,68.0287,0.25
Bombardier CRJ200,1987,2,Turbofan,50,3000,9.28,2303.43,38,Europe,13392994.52,Bombardier,30-40,46.068599999999996,12,267859.8904,25.0,2051,32.314299999999996,0.04
Boeing 777,1986,2,Turbofan,396,15600,4.37,1198.58,39,South America,341620837.44,Boeing,30-40,3.0267171717171717,12,862678.8824242424,198.0,4132,16.3558,0.005050505050505051
Boeing 737,1999,2,Turbofan,162,5700,7.31,3398.0,26,South America,60864670.56,Boeing,20-30,20.97530864197531,12,375707.842962963,81.0,4132,41.290000000000006,0.012345679012345678
Bombardier CRJ200,2004,2,Turbofan,50,3000,4.03,614.24,21,Africa,16373991.26,Bombardier,20-30,12.2848,12,327479.8252,25.0,2051,10.1724,0.04
Bombardier CRJ200,1992,2,Turbofan,50,3000,4.89,621.93,33,Asia,13610402.78,Bombardier,30-40,12.4386,12,272208.05559999996,25.0,2051,11.1093,0.04
Cessna 172,2020,1,Piston,4,1285,36.88,1539.84,5,Europe,380685.58,Cessna,0-10,384.96,1,95171.395,4.0,2039,52.278400000000005,0.25
Boeing 737,1999,2,Turbofan,162,5700,5.1,3437.36,26,Australia,69227893.81,Boeing,20-30,21.218271604938273,12,427332.6778395062,81.0,4132,39.473600000000005,0.012345679012345678
Cessna 172,1987,1,Piston,4,1285,19.73,947.49,38,South America,228894.71,Cessna,30-40,236.8725,1,57223.6775,4.0,2039,29.204900000000002,0.25
Boeing 737,2002,2,Turbofan,162,5700,7.16,4235.99,23,South America,76883649.0,Boeing,20-30,26.148086419753085,12,474590.4259259259,81.0,4132,49.51989999999999,0.012345679012345678
Airbus A350,2022,2,Turbofan,350,14800,4.66,3506.38,3,North America,773021331.36,Airbus,0-10,10.018228571428573,12,2208632.375314286,175.0,4155,39.7238,0.005714285714285714
Boeing 737,2012,2,Turbofan,162,5700,3.11,558.51,13,Australia,95932748.82,Boeing,10-20,3.4475925925925925,12,592177.4618518518,81.0,4132,8.6951,0.012345679012345678
Boeing 777,1980,2,Turbofan,396,15600,2.34,1435.49,45,Africa,410547222.79,Boeing,40+,3.6249747474747473,12,1036735.4110858586,198.0,4132,16.6949,0.005050505050505051
Airbus A350,1986,2,Turbofan,350,14800,13.6,2396.41,39,Africa,325735477.21,Airbus,30-40,6.846885714285714,12,930672.7920285714,175.0,4155,37.564099999999996,0.005714285714285714
Boeing 777,2020,2,Turbofan,396,15600,6.44,4178.5,5,Africa,694805600.74,Boeing,0-10,10.551767676767676,12,1754559.5978282827,198.0,4132,48.225,0.005050505050505051
Bombardier CRJ200,1989,2,Turbofan,50,3000,5.48,3156.33,36,Africa,10374282.98,Bombardier,30-40,63.126599999999996,12,207485.6596,25.0,2051,37.0433,0.04
Airbus A320,2013,2,Turbofan,180,6300,7.32,3308.67,12,Australia,99274678.71,Airbus,10-20,18.3815,12,551525.9928333333,90.0,4155,40.4067,0.011111111111111112
Boeing 777,2019,2,Turbofan,396,15600,14.33,1825.1,6,South America,855652712.33,Boeing,0-10,4.608838383838384,12,2160739.172550505,198.0,4132,32.581,0.005050505050505051
Airbus A350,2009,2,Turbofan,350,14800,3.82,3936.23,16,Africa,534118029.02,Airbus,10-20,11.246371428571429,12,1526051.5114857142,175.0,4155,43.1823,0.005714285714285714
Bombardier CRJ200,2017,2,Turbofan,50,3000,12.4,4525.49,8,North America,23596737.16,Bombardier,0-10,90.5098,12,471934.7432,25.0,2051,57.6549,0.04
Boeing 777,1995,2,Turbofan,396,15600,2.29,2413.46,30,Asia,409818407.35,Boeing,20-30,6.09459595959596,12,1034894.9680555556,198.0,4132,26.4246,0.005050505050505051
Boeing 777,2008,2,Turbofan,396,15600,5.35,3350.65,17,Europe,461422903.52,Boeing,10-20,8.461237373737374,12,1165209.3523232322,198.0,4132,38.856500000000004,0.005050505050505051
